clusnum,connnum,probability,class,filename,srcip,dstip
0,473,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,118.46.240.163:0
0,474,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,219.77.68.201:0
0,478,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,76.23.145.159:0
0,493,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,69.249.182.113:0
0,495,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,67.189.67.16:0
0,871,,CTU-IoT-Malware-Capture-33-1.pcap.pkl,192.168.1.197,218.193.245.38:0
0,872,,CTU-IoT-Malware-Capture-33-1.pcap.pkl,192.168.1.197,132.190.108.154:0
0,873,,CTU-IoT-Malware-Capture-33-1.pcap.pkl,192.168.1.197,166.25.212.179:0
0,883,,CTU-IoT-Malware-Capture-33-1.pcap.pkl,192.168.1.197,199.133.101.29:0
1,44,,CTU-Honeypot-Capture-4-1.pcap.pkl,192.168.1.132,192.168.1.1:8
1,46,,CTU-Honeypot-Capture-4-1.pcap.pkl,192.168.1.132,192.168.1.1:3
1,48,,CTU-Honeypot-Capture-4-1.pcap.pkl,192.168.1.132,192.168.1.1:2
1,546,,CTU-IoT-Malware-Capture-20-1.pcap.pkl,192.168.100.103,192.168.100.1:8
1,596,,CTU-IoT-Malware-Capture-21-1.pcap.pkl,192.168.100.113,192.168.100.1:81
1,598,,CTU-IoT-Malware-Capture-21-1.pcap.pkl,192.168.100.113,192.168.100.1:52
1,1088,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,192.168.1.1:17
1,1093,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,192.168.1.1:19
1,1288,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,8.8.8.8:2
1,1290,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,8.8.8.8:15
1,1292,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,8.8.8.8:7
2,72,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.69.200,224.0.0.251:0
2,85,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:0
2,86,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:6
2,87,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:2
2,88,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:5
2,89,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:1
2,90,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:4
2,91,,CTU-Honeypot-Capture-5-1.pcap.pkl,169.254.15.115,224.0.0.251:3
2,123,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.3,224.0.0.251:0
2,124,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.3,224.0.0.251:1
2,162,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:0
2,163,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:6
2,164,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:2
2,165,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:1
2,166,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:4
2,167,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:3
2,168,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,224.0.0.251:5
2,496,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,224.0.0.251:0
2,497,,CTU-IoT-Malware-Capture-17-1.pcap.pkl,192.168.100.111,224.0.0.251:1
3,901,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,185.244.25.235,192.168.1.195:234
3,908,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,185.244.25.235,192.168.1.195:164
3,1219,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,82.76.255.62,192.168.1.194:69
3,1275,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,91.236.182.1,192.168.1.194:84
3,1276,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,91.236.182.1,192.168.1.194:1
3,1279,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,91.236.182.1,192.168.1.194:80
4,780,,CTU-IoT-Malware-Capture-3-1.pcap.pkl,192.168.2.5,111.230.241.23:0
4,1677,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:0
4,1679,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:116
4,1680,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:249
4,1681,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:75
4,1683,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:120
4,1685,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:125
4,1686,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:34
5,1185,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:0
5,1186,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:121
5,1187,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:32
5,1188,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:47
5,1189,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:111
5,1190,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:79
5,1191,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:3
5,1192,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:14
5,1193,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:108
5,1194,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,45.58.183.18:85
5,1228,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:0
5,1229,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:127
5,1230,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:92
5,1231,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:103
5,1232,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:6
5,1233,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:85
5,1234,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:1
5,1235,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:58
5,1236,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:27
5,1237,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,91.236.182.1:102
5,1305,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:0
5,1306,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:130
5,1307,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:52
5,1308,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:112
5,1309,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:6
5,1310,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:61
5,1311,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:13
5,1312,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:4
5,1313,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:43
5,1314,,CTU-IoT-Malware-Capture-39-1.pcap.pkl,192.168.1.194,154.35.136.18:26
6,249,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:0
6,250,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:92
6,251,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:57
6,252,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:43
6,253,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:22
6,254,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:61
6,255,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:68
6,256,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:20
6,257,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,31.154.30.22:35
6,981,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,75.56.180.54:0
6,1045,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,101.227.214.218:0
6,1047,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,94.70.172.110:0
6,1049,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,106.182.98.77:0
6,1070,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,78.81.175.78:0
6,1071,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,61.164.172.78:0
6,1083,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,89.120.47.107:0
6,1105,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,79.134.137.56:0
6,1125,,CTU-IoT-Malware-Capture-35-1.pcap.pkl,192.168.1.196,188.138.185.199:0
6,1410,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,216.139.122.226:0
6,1411,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,216.139.122.226:1
6,1423,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,141.219.170.210:0
6,1424,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,137.82.81.69:0
6,1432,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,119.187.149.250:0
6,1434,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,173.189.237.174:0
6,1435,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,173.189.237.174:1
6,1436,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,79.152.73.57:0
6,1437,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,167.131.118.178:0
6,1438,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,200.209.145.233:0
6,1439,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,200.209.145.233:1
6,1448,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.120.105.211:0
6,1449,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.120.105.211:2
6,1450,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.120.105.211:1
6,1452,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,223.93.165.198:0
6,1453,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,92.29.71.122:0
6,1454,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,92.29.71.122:1
6,1455,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,178.187.117.108:0
6,1459,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,119.63.38.141:0
6,1460,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,109.190.169.187:0
6,1461,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,109.190.169.187:1
6,1486,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,97.76.168.44:0
6,1487,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,97.76.168.44:1
6,1488,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.207.229.238:0
6,1489,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.207.229.238:2
6,1490,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,213.207.229.238:1
6,1503,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,205.155.126.173:0
6,1506,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,177.205.227.241:0
6,1507,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,177.205.227.241:1
6,1508,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,190.145.104.133:0
6,1509,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,190.145.104.133:1
6,1510,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,94.24.49.147:0
6,1511,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,185.122.162.150:0
6,1512,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,188.211.141.196:0
6,1513,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,188.211.141.196:1
6,1515,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,115.131.166.106:0
6,1516,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,110.167.230.174:0
6,1517,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,110.167.230.174:1
6,1519,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,183.111.108.149:0
6,1523,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,176.112.166.155:0
6,1524,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,176.112.166.155:4
6,1525,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,176.112.166.155:1
6,1526,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,176.112.166.155:3
6,1527,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,176.112.166.155:2
6,1528,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,72.27.62.120:0
6,1529,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,72.27.62.120:1
6,1530,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,146.148.244.186:0
6,1531,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,119.83.164.85:0
6,1532,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,187.120.206.141:0
6,1533,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,187.120.206.141:1
6,1534,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,120.63.150.98:0
6,1536,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,190.166.119.111:0
6,1540,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,167.99.182.238:249
6,1543,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,167.99.182.238:145
6,1544,,CTU-IoT-Malware-Capture-48-1.pcap.pkl,192.168.1.200,167.99.182.238:232
6,1740,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,197.50.115.3:0
6,1741,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,197.50.115.3:5
6,1742,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,197.50.115.3:2
6,1743,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,197.50.115.3:3
6,1749,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,178.156.67.213:0
6,1750,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,178.156.67.213:5
6,1751,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,178.156.67.213:4
6,1752,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,178.156.67.213:3
6,1753,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,178.156.67.213:1
6,1786,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,71.210.177.188:0
6,1787,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,71.210.177.188:2
6,1788,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,71.210.177.188:1
6,1801,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,41.60.232.47:2
7,1712,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,90.119.77.219:0
7,1713,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,199.195.249.66:0
7,1714,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,199.195.249.66:1
7,1722,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,197.159.199.217:0
7,1723,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,174.7.24.152:0
7,1724,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,82.221.103.244:0
7,1729,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,82.221.103.244:1
7,1730,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,82.221.103.244:23
7,1731,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,82.221.103.244:2
7,1734,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,86.248.167.103:0
7,1735,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,163.172.36.234:0
7,1736,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,62.210.217.15:0
7,1746,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,94.19.124.151:0
7,1747,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,202.21.182.166:0
7,1755,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,109.168.225.60:0
7,1757,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,71.17.46.159:0
7,1758,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,54.91.73.166:2
7,1760,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,59.100.29.32:0
7,1761,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,59.100.29.32:1
7,1763,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,77.77.151.225:0
7,1764,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,77.77.151.225:1
7,1765,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,95.161.39.27:0
7,1766,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,95.82.200.251:0
7,1767,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,95.82.200.251:1
7,1773,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,195.154.164.243:0
7,1774,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,195.154.164.243:1
7,1775,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,59.29.73.137:0
7,1778,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,60.214.183.144:0
7,1779,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,60.214.183.144:2
7,1780,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,60.214.183.144:1
7,1781,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,126.15.104.188:0
7,1782,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,95.105.193.219:0
7,1783,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,95.105.193.219:2
7,1789,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,77.227.228.194:0
7,1792,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,105.100.69.58:0
7,1794,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,175.194.132.177:0
7,1795,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,184.167.159.72:0
7,1796,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,144.202.109.36:0
7,1807,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,1.169.138.42:0
7,1808,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,1.169.138.42:1
7,1809,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,83.157.128.37:0
7,1815,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,79.127.116.146:0
7,1816,,CTU-IoT-Malware-Capture-9-1.pcap.pkl,192.168.100.111,79.127.116.146:1
8,1678,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:307
8,1682,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:280
8,1684,,CTU-IoT-Malware-Capture-8-1.pcap.pkl,192.168.100.113,178.128.185.250:180
9,136,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,192.168.2.255:0
9,139,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,192.168.2.255:10
9,140,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,192.168.2.255:16
9,144,,CTU-Honeypot-Capture-5-1.pcap.pkl,192.168.2.1,192.168.2.255:11
9,219,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:0
9,220,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:29
9,221,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:7
9,222,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:6
9,223,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:21
9,224,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:15
9,225,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:28
9,226,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:20
9,227,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:25
9,228,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,120.27.26.196:2
9,259,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:0
9,260,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:20
9,261,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:2
9,262,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:8
9,263,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:4
9,264,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:10
9,265,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:19
9,266,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:12
9,267,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:18
9,268,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,14.53.198.58:17
9,288,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,119.6.201.10:0
9,289,,CTU-IoT-Malware-Capture-1-1.pcap.pkl,192.168.100.103,119.6.201.10:29
9,943,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,192.168.1.195,1.1.1.1:144
9,944,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,192.168.1.195,1.1.1.1:115
9,945,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,192.168.1.195,1.1.1.1:56
9,946,,CTU-IoT-Malware-Capture-34-1.pcap.pkl,192.168.1.195,1.1.1.1:117
